Year,Movie,Song,Singer,Composer
1942,Armaan,Rum Jhum Kar Aaye Badal,,Gyan Dutt
1942,Armaan,Wo Kaun Hai Jo Leta Hai Chutkiya Jigar Me,Rajkumari,Gyan Dutt
1942,Armaan,Sakhiya Jal Bharne Aati Hai,,Gyan Dutt
1942,Aankh Michouli,Duniya Hasegi Mujhpe Rota Hai Kyun,Leela Sawant,Gyan Dutt
1942,Aankh Michouli,Aankh Michauli Aankh Michauli,"Nalini Jaywant, Rajkumari",Gyan Dutt
1942,Aankh Michouli,Zulmi Jawani Ne Zulm Kiya,Sumati Trilokekar,Gyan Dutt
1942,Aankh Michouli,Dekho Ji Na Chedo,Nalini Jaywant,Gyan Dutt
1942,Aankh Michouli,Main Toh Bade Baap Ki Beti Re,Nalini Jaywant,Gyan Dutt
1942,Aankh Michouli,Kaun Jaane Re Meri Nathani Ka Mol,Nalini Jaywant,Gyan Dutt
1942,Aankh Michouli,Maar Gayo Ek Teer Haaye Ram,Rajkumari,Gyan Dutt
1942,Aankh Michouli,Balam Re Yaad Karo Woh Baat,,Gyan Dutt
1942,Aankh Michouli,Ae Ri Maai Maai Ri Mere Babul Se,Nalini Jaywant,Gyan Dutt
1942,Aankh Michouli,Na Haan Kaho Na Naa Kaho,"Nalini Jaywant, Satish",Gyan Dutt
1942,Aankh Michouli,Jag Mein Kiska Prem Bada Hai,Nalini Jaywant,Gyan Dutt
1942,Basant,Tum Ko Mubarak Ho,Parul Ghosh& Suresh,Pannalal Ghosh
1942,Basant,Aaya Basant Sakhi,Parul Ghosh & Aroon Kumar,Pannalal Ghosh
1942,Basant,Balam Dheere Bol,Parul Ghosh & Aroon Kumar,Pannalal Ghosh
1942,Basant,Ek Duniya Basale Mere Man,Parul Ghosh & Aroon Kumar,Pannalal Ghosh
1942,Basant,Gori Mose Ganga Ke Paar Milna,Parul Ghosh & Aroon Kumar,Pannalal Ghosh
1942,Basant,Hua Kya Qusoor Jo Hamse Door,Amirbai Karnataki,Pannalal Ghosh
1942,Basant,Kanta Lago Re Sajanwa Mose,Parul Ghosh &Khan Mastana,Pannalal Ghosh
1942,Basant,Ummeed Unse Kya Thi,Parul Ghosh,Pannalal Ghosh
1942,Basant,Mere Chhote Se Man Men,Uma Devi,Pannalal Ghosh
1942,Basant,Ik Chhoti Si Duniya Re,Parul Ghosh,Pannalal Ghosh
1942,Basant,Total length,Total length,Pannalal Ghosh
1942,Bhakta Surdas,Nainheen Ko Raah Dikha Prabhu,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Nis Din Barsat Nain Hamaare,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Kadam Chale Aage Man Paachhe Bhaage,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Madhukar Shyaam Hamaare Chor,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Maiya Mori Mai Nahi Makhan Khayo,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Din Se Dugunee Ho Jaye Ratiya Hai,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Rain Gayi Ab Hua Savera,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Manwa Krishna Naam Rate Ja,K. L. Saigal,Gyan Dutt
1942,Bhakta Surdas,Madhur Madhur Gaa Re Manawa,Khursheed,Gyan Dutt
1942,Bhakta Surdas,Chandani Rat Aur Tare Khile Ho,"Khursheed, Saigal",Gyan Dutt
1942,Bhakta Surdas,Sar Pe Kadamb Ki Chhainya Muraliya Baje Re,"Saigal, Rajkumari",Gyan Dutt
1942,Bhakta Surdas,Panchhi Bawara Chand Se Preet Lagaaye,Khursheed,Gyan Dutt
1942,Bhakta Surdas,Naina Re Dekhe Unake Nain,Khursheed,Gyan Dutt
1942,Bhakta Surdas,Jis Jogi Ka Jog Liya,"Khursheed, Saigal",Gyan Dutt
1942,Dhiraj,Manua Mann Me Dhiraj Dhar,Ishwarlal,Gyan Dutt
1942,Dhiraj,O Sahiba Jaiyyo Na Des Bangal,"Nur Jehan, Kesari",Gyan Dutt
1942,Dhiraj,Tu Kaisa Hai Bhagwan,Gyan Dutt,Gyan Dutt
1942,Dhiraj,Aaj Aaye Ghanshyam Re,,Gyan Dutt
1942,Dhiraj,Aaj Angna Me Salone Shyam Aaye,,Gyan Dutt
1942,Dhiraj,Aaj Ham Bhi Bade Ghar Ke Mehman Bane,,Gyan Dutt
1942,Dhiraj,Dham Dham Dham Veer Chale,,Gyan Dutt
1942,Dhiraj,Jalebi Khaungi,,Gyan Dutt
1942,Dhiraj,Main To Bik Gayi Shyam Ke Naam,,Gyan Dutt
1942,Dhiraj,Milna Hai To Yun Milo,,Gyan Dutt
1942,Dhiraj,So Ja Lalna Main Palna Jhulau,,Gyan Dutt
1942,Fariyaad,Aye Dil Bekarar Bol Kahe Tu Asha,Shamim,Khemchand Prakash
1942,Fariyaad,Phir Chhayi Badariya Kaali,Shamim,Khemchand Prakash
1942,Fariyaad,Kaho Ji Jee Na Lage Bin Tere,"Shamim, Ishwarlal",Khemchand Prakash
1942,Fariyaad,Kitab Mujhko Banata Toh Tera Kya Jata,Ishwarlal,Khemchand Prakash
1942,Fariyaad,Rasiya Aa Aaja Rasiya,"Shamim, Ishwarlal",Khemchand Prakash
1942,Fariyaad,Yaad Kisi Ki Aayi,Ishwarlal,Khemchand Prakash
1942,Fariyaad,Saiya Na Jaiyo,Rajkumari,Khemchand Prakash
1942,Fariyaad,Subah Hui Aur Yaad Tihari Mohe Lagi Satane,Binapani Mukherjee,Khemchand Prakash
1942,Fariyaad,Mithi Mithi Peer,,Khemchand Prakash
1942,Ghar Sansar,Asha Safal Tumhari,,Shyam Babu
1942,Ghar Sansar,Ae Sakhi Aa Gayi Rut Jawani,Kajjan,Shyam Babu
1942,Ghar Sansar,Badarva Barsan Ko Aaye,Miss Kalyani,Shyam Babu
1942,Ghar Sansar,Ek Sangdil Se,Mumtaz,Shyam Babu
1942,Ghar Sansar,Ghar Sansar Hamara,Sardar Akhtar,Shyam Babu
1942,Ghar Sansar,Jee Me Thani Hain Ke Hans Hans Ke Rulana Hoga,Miss Kalyani,Shyam Babu
1942,Ghar Sansar,Jhulun Hindola Shyam Sang,Kajjan,Shyam Babu
1942,Ghar Sansar,More Jivan Me Anand Chaya,"Sardar Akhtar, Tara Bai",Shyam Babu
1942,Jawab,Duniya ye duniya toofan mail,Kanan Devi,Kamal Dasgupta
1942,Khilona,Bindiya Mori Chamakan Lagi,Snehaprabha Pradhan,Khemchand Prakash
1942,Khilona,Mile Jule Sab Rang,"Sumati Trilokekar,Khan Mastana",Khemchand Prakash
1942,Khilona,Dil Unko Dhundta Hai Hum Dil Ko Dhundte Hain,"Snehaprabha Pradhan, Khan Mastana",Khemchand Prakash
1942,Khilona,Jamuna Kinare Mera Baagh Malaniya Radheshyam Ki,Snehaprabha Pradhan,Khemchand Prakash
1942,Khilona,Mai Phiru Bajariya Saari Re,Snehaprabha Pradhan,Khemchand Prakash
1942,Khilona,Ham Jinke Mehaman Bane Hain,Snehaprabha Pradhan,Khemchand Prakash
1942,Khilona,Bhor Bhaye Ghar Aaye Balam More,,Khemchand Prakash
1942,Khilona,Khilauna Hai Tu,Snehprabha Pradhan,Khemchand Prakash
1942,Maheman,Aayi Atariya Pe Sone Na Sone Diya,Shamim Akhtar,Khemchand Prakash
1942,Maheman,Kya Chain Se Baithe Hain Baichain Mujhe Kar Ke,Rajkumari,Khemchand Prakash
1942,Maheman,Meri Jholi Mein Hain Mere Chor,"Rajkumari, Kesari",Khemchand Prakash
1942,Maheman,Daga Deke Chale Nahin Jana,Sunila Das Gupta,Khemchand Prakash
1942,Maheman,Bana Na Taan Gori,Rajkumari,Khemchand Prakash
1942,Maheman,Akele Honge Ri Chal Jamna Ke,"Rajkumari, Kesari",Khemchand Prakash
1942,Maheman,Is Ghoomti Duniya Mein Hai Kiska Thikana,Shamim,Khemchand Prakash
1942,Maheman,Roothna Pyar Mein Hai Karwat Ka Badal Jana,Bulo C. Rani,Khemchand Prakash
1942,Maheman,Yeh Mere Bhaiya Yeh Unka Dil Hai,Shamim,Khemchand Prakash
1942,Maheman,Zara Dheere Ho Dheere Sajanwa,"Shamim, Rama Shukul",Khemchand Prakash
1942,Maheman,Teer Unke Kaleje Ka Us Paar Nahin Hota,Shamim Akhtar,Khemchand Prakash
1942,Maheman,Saiyan Gaye Pardes Main Soye Rahi,Sunila Das Gupta,Khemchand Prakash
1942,Muqabala,Main Kho Jaaoon,"Srinivas, Rajni",Khan Mastana
1942,Muqabala,Mohe Makhmal Ki Choli Bana De Balma,Nazira,Khan Mastana
1942,Muqabala,Mori Jholi Bhar De,Khan Mastana,Khan Mastana
1942,Muqabala,Mujrim Hoon Mohabbat Ka,Yakub,Khan Mastana
1942,Muqabala,Piya Nainon Mein Aan Samaye,Rajni,Khan Mastana
1942,Muqabala,Uth Jaa Bijli Pyari,Khan Mastana,Khan Mastana
1942,Muqabala,Aao Sajan Aao,"Srinivas, Rajni",Khan Mastana
1942,Muqabala,Hum Apne Dard Ka Kissa,Khan Mastana,Khan Mastana
1942,Muqabala,Chalo Chalen Us Des Sajni,Agha,Khan Mastana
1942,Phir Milenge,Aa Man Tujhko Samjhayein,Sardar Akhtar,Mir Saheb
1942,Phir Milenge,"Aaj Jawani Aaj Jawani, Aaj Sajan Tu Madhmata",Menka,Mir Saheb
1942,Phir Milenge,Tune Chhede Mere Dil Ke Taar,Meena (Shorey),Mir Saheb
1942,Phir Milenge,Pagle Kaahe hot Adheer,Menka,Mir Saheb
1942,Phir Milenge,Sipahi Tune Jeet Liya Maidan,Sardar Akhtar,Mir Saheb
1942,Phir Milenge,Biyaah Bin Man Ki Khushi Nahin Payi,"Abu Bakar, Sadiq Ali, G. S. Shore, E. Tarapore",Mir Saheb
1942,Phir Milenge,Kisise Preet Na Kariyo Koi,Sardar Akhtar,Mir Saheb
1942,Phir Milenge,Jag Chalti Phirti Maya,Chorus,Mir Saheb
1942,Phir Milenge,Aao Shaadi Ki Khushyian Manayein Dear,Menka,Mir Saheb
1943,Bansari,Aaya Aaya Karo Idhar Bhi Meri Jaan,Noor Mohammed Charlie,Gyan Dutt
1943,Bansari,Cham Cham Chamke Jyoti Sakhi Ri,Shamim,Gyan Dutt
1943,Bansari,Dard Jaaye Na,Shamim,Gyan Dutt
1943,Bansari,Dil Lagaya Tha Dillagi Ke Liye,,Gyan Dutt
1943,Bansari,Jab Se Mali Teri Dar Ki Khak,,Gyan Dutt
1943,Bansari,Hum Tumse Mangte Hain,Amirbai Karnataki,Gyan Dutt
1943,Bansari,Kachche Rang Tihare Sajanwa,"Ishwarlal, Shamim",Gyan Dutt
1943,Bansari,Mere Man Ko Meri Jaan Ko,Charlie,Gyan Dutt
1943,Bansari,Rasiya Ho Rasiya Ho Hamare Raja Vilayti,"Leela Sawant, Bulo C Rani",Gyan Dutt
1943,Bhaktaraj,Jaag Musafir Chal De Aage,,
1943,Bhaktaraj,Mat Kar Tu Abhimaan,"Vasanti, Vishnupant Pagnis",
1943,Bhaktaraj,Prabhu Ji Mere Aao,Vishnupant Pagnis,
1943,Bhaktaraj,Prabhu Aaye Tere Dwaar,"Kaushalya, Kanti Lal, Vishnupant Pagnis",
1943,Bhaktaraj,Bahaar Aayi Hai,Amirbai Karnataki,
1943,Bhaktaraj,Bolo Bolo Re Prabhu Ji,Vasanti,
1943,Bhaktaraj,Kahaan Kaala Kaala Main Tera Matwala,Vasanti,
1943,Bhaktaraj,Kaisa Sundar Sama Suhana,Vasanti,
1943,Bhaktaraj,Jo Hum Bhale Bure Toh Tere,"Kaushalya, Vishnupant Pagnis",
1943,Bhaktaraj,Mere Naina Tujhe Dhundhe Hai Sawariya,Kaushalya,
1943,Bhaktaraj,More Raja Ji Ho More Raja Ji,Rajkumari,
1943,Ishaara,Shabnam Kyun Nir Bahaaye,Gauhar Sultana,Khwaja Khurshid Anwar
1943,Ishaara,Panghat Pe Muraliyaa Baaje,Suraiya,Khurshid Anwar
1943,Ishaara,Baghon Mein Koyal Boli,Suraiya,Khurshid Anwar
1943,Kanoon,Aaye Jawani Jaaye Jawani,"Suraiya,Shyam",Naushad
1943,Kanoon,Aa More Saiyan Jiya Kalpaye,Nirmala Devi,Naushad
1943,Kanoon,Bolo Bolo Re Sajanwa,Nirmala,Naushad
1943,Kanoon,Saiyaan Khade More Dwaar Mein,Nirmala,Naushad
1943,Kanoon,Ek Dil Tera Ek Dil Mera,"Suraiya, Shyam",Naushad
1943,Kanoon,Toot Gaya Ek Tara Mann Ka,"Suraiya, Shyam",Naushad
1943,Kanoon,Ek Tu Ho Ek Main Hoon,Suraiya,Naushad
1943,Kanoon,Suno Fariyad Meri,Nirmala,Naushad
1943,Prarthana,Aaya Sawan Aa Jaa Saajan -----Raga Bindravani Sarang. Tal Dadra,Jahanara Kajjan,Saraswati Devi
1943,Prarthana,Ek Dhundhla Sa Mohabbat Ka Hai Nasha Baaki  ----Raga Jaunpuri,Jahanara Kajjan,Saraswati Devi
1943,Prarthana,Kahe Neha Lagaye Sajaniya -----Raga Pilloo,Jahanara Kajjan,Saraswati Devi
1943,Prarthana,Mohabbat Ka Rasta Dikhaya Na Hota ----Raga Bhim Palasi,Jahanara Kajjan,Saraswati Devi
1943,Prarthana,Tumhare Darshan Ka Naina Taras Gaye Ho ----Raga Gond Tal Kaharawa,Jahanara Kajjan,Saraswati Devi
1943,Prarthana,Gajare Wali Najariya Milaye Ja ----Raga Des Tal Kaharawa,"Rehmat Bai,Moolchand",Saraswati Devi
1943,Prarthana,Khel Ye Sansar Hai Jaan Ki Hain Baaziyan ----Raga Kafi. Tal Dadra,Vasant,Saraswati Devi
1943,Prarthana,Hari Aate Hai ----Raga Aman Kalyan. Tal Kaharawa,Vasant,Saraswati Devi
1943,Prarthana,Chhip Na Saka Ab Chhipane Wala -----Raga Mond. Tal Kaharawa,,Saraswati Devi
1943,Prarthana,Do Jeevan Mein Gaanth Lagi ----Raga Bihag. Tal Dadra,,Saraswati Devi
1943,Prithvi Vallabh,Tailap Ki Nagri Me Gana Nahi Hai,"Rafique Ghaznavi, Menka Bai",Rafiq Ghaznavi
1943,Prithvi Vallabh,Ram Naam Dhan Paya Maine,Menka Bai,Rafiq Ghaznavi
1943,Prithvi Vallabh,Panchi Ud Chal Apne Desh,"Menka Bai, Rafique Ghaznavi",Rafiq Ghaznavi
1943,Prithvi Vallabh,Aankho Me Muskuraye Jaa,Menka Bai,Rafiq Ghaznavi
1943,Prithvi Vallabh,Hawa Ne Bandha Hai Kya Rang,Amirbai Karnataki,Rafiq Ghaznavi
1943,Prithvi Vallabh,Jeevan Ka Jug Aaya Jivan Ka Sukh Laya,Amirbai Karnataki,Rafiq Ghaznavi
1943,Prithvi Vallabh,Khule Swarg Ke Dwar Jag Me,Menka Bai,Rafiq Ghaznavi
1943,Raja,Aankho Ki Yeh Sharab Piye,Kishore Sahu,Khan Mastana
1943,Raja,Aaye Ban Kar Ullas Abhi,Protima Dasgupta,Khan Mastana
1943,Raja,Hum Diwano Ki Kya Hasti Hai,Kishore Sahu,Khan Mastana
1943,Raja,Kahe Nanha Maro Khadi Re,"Gulab, Ramesh Gupta",Khan Mastana
1943,Raja,Nach Nach Kar Thumak Thumak Kar,"Kishore Sahu, Protima Dasgupta",Khan Mastana
1943,Raja,Nikli Pee Ko Pehnane Haar,Protima Dasgupta,Khan Mastana
1943,Raja,Nirali Duniya Hamari,"Kishore Sahu, Protima Dasgupta",Khan Mastana
1943,Raja,Tere Le Loon Balaiya Hazar,Protima Dasgupta,Khan Mastana
1943,Shakuntala,Jhooloongi Jhooloongi Jeevan Bhar,Jayashree,Vasant Desai
1943,Shakuntala,Pyari Pyari Ye Sukhad Maatrubhoomi Apni,"Jayashree, Zohrabai Ambalewali, Parshuram",Vasant Desai
1943,Shakuntala,Chand Sa Nanha Aaye,"Jayashree, Zohrabai Ambalewali",Vasant Desai
1943,Shakuntala,Kamal Hai Mere Saamne,Jayashree,Vasant Desai
1943,Shakuntala,Tumhe Prasann Yun Dekh Ke,"Jayashree, Zohrabai Ambalewali, Parshuram",Vasant Desai
1943,Shakuntala,Ek Prem Ki Pyasi,Amirbai Karnataki,Vasant Desai
1943,Shakuntala,Mere Baba Ne Baat Meri,Jayashree,Vasant Desai
1943,Shakuntala,Kisi Kanya Ko,Vasant Desai,Vasant Desai
1943,Shakuntala,Jeevan Ki Naav Na Doley,Jayashree,Vasant Desai
1943,Shakuntala,Sukh Bhara Kare Jeevan,Amirbai Karnataki,Vasant Desai
1943,Shakuntala,Byah Rachaye Chup Chup,Zohrabai Ambalewali,Vasant Desai
1943,Shakuntala,Na Jaane Kahan Ka Yeh Jaadoo,,Vasant Desai
1943,Shakuntala,Mere Birah Ki Rain,,Vasant Desai
1943,Tansen,Ghata Ghanaghor Ghor,Khursheed Bano,Khemchand Prakash
1943,Tansen,Aao Gori Aao Shyama,Khursheed Bano,Khemchand Prakash
1943,Tansen,Kahe Guman Kare Re Gori,Kundan Lal Saigal,Khemchand Prakash
1943,Tansen,Rumajhum Rumajhum Chaal Tihaari,Kundan Lal Saigal,Khemchand Prakash
1943,Tansen,Baag Laga Dun Sajani,Kundan Lal Saigal,Khemchand Prakash
1943,Tansen,More Balpan Ke Sathi Chhaila Bhul Jaio Na,"Kundan Lal Saigal, Khursheed Bano",Khemchand Prakash
1943,Tansen,Sapt Suran Tin Graam Gaavo Sab Gunijan,Kundan Lal Saigal,Khemchand Prakash
1943,Tansen,Ho Dukhiya Jiyara Rote Naina,Khursheed Bano,Khemchand Prakash
1943,Tansen,Ab Raja Baye More Balam,Khursheed Bano,Khemchand Prakash
1943,Tansen,Binaa Pankh Panchhi Hun Main,Kundan Lal Saigal,Khemchand Prakash
1943,Tansen,Diya Jalao Jag Mag,Kundan Lal Saigal,Khemchand Prakash
1943,Tansen,Din Soona Sooraj Bina,Kundan Lal Saigal,Khemchand Prakash
1943,Tansen,Baraso Re,Khursheed Bano,Khemchand Prakash
1943,Taqdeer,Badle Jo Zamaane Ki Taqdeer Hamari  Hai,"Shamshad Begum, Charlie and  chorus",Rafiq Ghaznavi
1943,Taqdeer,Chham Chham Chham Ghanghor Ghataayen Chhaayin,"Shamshad Begum, Motilal",Rafiq Ghaznavi
1943,Taqdeer,Zaalim Jawaani Kafir Adaayein,Motilal,Rafiq Ghaznavi
1943,Taqdeer,Mere Mann Ki Mere Mann Ki,Shamshad Begum,Rafiq Ghaznavi
1943,Taqdeer,"Aap Kyun Kyun, Aap Kyun Aayenge","Shamshad Begum, Motilal",Rafiq Ghaznavi
1943,Taqdeer,O Jaanewaale Aaja,"Shamshad Begum, Motilal",Rafiq Ghaznavi
1943,Taqdeer,Babu Darogaji Kaun Kasoor Par,Shamshad Begum,Rafiq Ghaznavi
1943,Taqdeer,Mera Maika Ho Ya Sasural,Shamshad Begum,Rafiq Ghaznavi
1943,Taqdeer,Tumse Duniya Mujhe,Shamshad Begum,Rafiq Ghaznavi
1943,Taqdeer,"Meri Mata Meri Mata, Bharat Mata","Shamshad Begum, Motilal",Rafiq Ghaznavi
1944,Anban,Bole Man Ki Maina Piya Ka Pyara Naam,Ameerbai Karnataki,Gyan Dutt
1944,Anban,Kyon Dard De Ke Bhool Gaye Shyam Salone,Hamida Banu,Gyan Dutt
1944,Bhanvara,Ye Woh Jagah Hai,K. L. Saigal,Khemchand Prakash
1944,Bhanvara,Diya Jisne Dil,K. L. Saigal,Khemchand Prakash
1944,Bhanvara,Hum Apna Unhe Bana Na Sake,K. L. Saigal,Khemchand Prakash
1944,Bhanvara,Thukara Rahi Hai Duniya Ham Hain Ki So Rahe Hain,K. L. Saigal,Khemchand Prakash
1944,Bhanvara,Muskarate Hue Yun Aankh Churaya Na Karo,K. L. Saigal,Khemchand Prakash
1944,Bhanvara,"Kya Hamne Bigaada Hai, Kyun Hamko Sataate Ho","K. L. Saigal,Amirbai Karnataki",Khemchand Prakash
1944,Bhanvara,Duniya Ki Aankhon Se Sharmane Wale,Amirbai Karnataki,Khemchand Prakash
1944,Bhanvara,Mann Ki Bazi Haar Chuka Hai,"Amirbai Karnataki, Arun Kumar",Khemchand Prakash
1944,Bhanvara,Teri Pee Pee Ki Pukaron Ne,Amirbai Karnataki,Khemchand Prakash
1944,Bhanvara,Ye Dua Maango Hasino,,Khemchand Prakash
1944,Bhanvara,Ye To Malaria Hai,Arun Kumar,Khemchand Prakash
1944,Bhartrahari,Bhiksha De De Maiya Pingala,"Surendra,Amirbai Karnataki",Khemchand Prakash
1944,Bhartrahari,Chanda Desh Piya Ke Ja,Amirbai Karnataki,Khemchand Prakash
1944,Bhartrahari,Kuhkat Koyaliya Kunjan Mein,Jehanara Kajjan,Khemchand Prakash
1944,Bhartrahari,Ghunghat Pat Nahin Kholun,Jehanara Kajjan,Khemchand Prakash
1944,Bhartrahari,Bhanwara Madhuban Mein Mat Ja,Surendra,Khemchand Prakash
1944,Bhartrahari,Alakh Naam Ras Pina Prani Do Din Jag Me Jina,Surendra,Khemchand Prakash
1944,Bhartrahari,Soona Mandir Mera Sakhi Ri,Amirbai Karnataki,Khemchand Prakash
1944,Bhartrahari,Jago Panchi Aayo Madhur Prabhat,,Khemchand Prakash
1944,Bhartrahari,Prem Bina Sab Suna Hota,Surendra,Khemchand Prakash
1944,Bhartrahari,Alakh Niranjan Jay Jay Jan,,Khemchand Prakash
1944,Bhartrahari,Mora Dhire Se Ghunghat Hataye Piya,Amirbai Karnataki,Khemchand Prakash
1944,Dost,Ab Kaun Hai Mera,Noor Jehan,Sajjad Hussain
1944,Dost,Alam Par Alam Sitam Par Sitam,Noor Jehan,Sajjad Hussain
1944,Dost,Badanaam Muhabbat Kaun Kare,Noor Jehan,Sajjad Hussain
1944,Dost,Koi Prem Ka Deke Sandesa,Noor Jehan,Sajjad Hussain
1944,Dost,More Sajana Aake Daras Dikha,Noor Jehan,Sajjad Hussain
1944,Geet,Main Akeli Raja Aa Jaa,Nirmala Devi,Naushad
1944,Geet,Bedard Zamana,"Shahu Modak, Nirmala Devi",Naushad
1944,Geet,Hua Savera Preetam Mera,Amirbai Karnataki,Naushad
1944,Geet,Preet Kabhi Mat Karna Bete,Alauddin Naveed,Naushad
1944,Geet,O Aag Laga Ke Bhaag Gaye,Shahu Modak,Naushad
1944,Geet,Jaao Ji Jaao,Nirmala Devi,Naushad
1944,Geet,Dil Bujh Hi Gaya,Zohrabai Ambalewali,Naushad
1944,Geet,Kab Aag Mohabbat Ki,Shahu Modak,Naushad
1944,Geet,Main Toh Piya Ki Joganiya Hoon,Nirmala Devi,Naushad
1944,Geet,Chand Khila Tare Muskaye,Nirmala Devi,Naushad
1944,Ghar Ki Shobha,Main Aansu Lene Aayi Hoon,Rajkumari,Allarakha Khan
1944,Ghar Ki Shobha,Panchi Ek Ude Kat Jaaye Pankh Dono,,Allarakha Khan
1944,Ghar Ki Shobha,Main Duniya Ki Rani,Rajkumari,Allarakha Khan
1944,Ghar Ki Shobha,Pankh Bina Kit Jaaye Pankheroo,Rajkumari,Allarakha Khan
1944,Ghar Ki Shobha,Pankh Bina Kit Jaaye Pankheroo II & III,,Allarakha Khan
1944,Ghar Ki Shobha,Piya Hans Kar Bolo Bhi,"Allahrakha, Mumtaz Begum",Allarakha Khan
1944,Ghar Ki Shobha,Sukh Dukh Jeevan Ka Hai Gehna,Allahrakha,Allarakha Khan
1944,Ghar Ki Shobha,Tohe Kaun Sahara De,"Allahrakha, Mumtaz Begum",Allarakha Khan
1944,Jwar Bhata,Bhool Jana Chahti Hoon,Parul Ghosh,Anil Biswas (composer)
1944,Jwar Bhata,Sanjh Ki Bela Panchhi Akela,Aroon Kumar,Anil Biswas (composer)
1944,Jwar Bhata,Bhoola Bhatka Path Hara Man,"Manna Dey, Parul Ghosh",Anil Biswas (composer)
1944,Jwar Bhata,Gao Kabir Udao Abir,Anil Biswas,Anil Biswas (composer)
1944,Jwar Bhata,More Angne Mein Chitki Chandni,Parul Ghosh,Anil Biswas (composer)
1944,Jwar Bhata,Andhkar Jalte Jugnu Ke Sanam (Duet),"Parul Ghosh, Aroon Kumar",Anil Biswas (composer)
1944,Jwar Bhata,Andkhar Jalte Jugnu Ke Sanam (Female),Parul Ghosh,Anil Biswas (composer)
1944,Jwar Bhata,Prabhu Charanon Mein Deep Jalao,"Parul Ghosh,Amirbai Karnataki",Anil Biswas (composer)
1944,Jwar Bhata,Sarson Peeli,"Aroon Kumar, Renu",Anil Biswas (composer)
1944,Jwar Bhata,Total length,Total length,Anil Biswas (composer)
1944,Lal Haveli,Arzi Sajan Par Dilwaye Doongi,,Mir Saheb
1944,Lal Haveli,Banti Nazar Aati Nahin Tadbir Hamari,Noor Jehan,Mir Saheb
1944,Lal Haveli,Bhaiya Hamaaro Ji Aayein Hain Behanein,Noor Jehan,Mir Saheb
1944,Lal Haveli,Teri Yaad Aaye Sawariya,Noor Jehan,Mir Saheb
1944,Lal Haveli,Hasino Ki Galiyon Ke Hote Hain Phere (Yehi Fiqr Hai),Surendra,Mir Saheb
1944,Lal Haveli,Kyun Man Dhunde Prem Nadi Ka Kinara,Surendra,Mir Saheb
1944,Lal Haveli,Dil Le Ke Mukar Na Jana,"Surendra, Noor Jehan",Mir Saheb
1944,Lal Haveli,Mohaniya Sundar Mukhada Khol,"Surendra, Noor Jehan",Mir Saheb
1944,Lal Haveli,Tum Bhool Ke Phande Mein Hasino Ke Na Aana,C. Ramchandra,Mir Saheb
1944,Lal Haveli,Mohe Le Chal Balam Mele Mein,Vatsala Kumtekar,Mir Saheb
1944,Lal Haveli,Ga Re Panchi Ga,"Surendra, Noor Jehan",Mir Saheb
1944,Meri Bahen,Main In Phoolon Ke Sang,Vimala,Pankaj Mullick
1944,Meri Bahen,Do Naina Matware Tihare,K. L. Saigal,Pankaj Mullick
1944,Meri Bahen,Chhupo Naa Chhupo Naa O Pyari Sajaniya,K. L. Saigal,Pankaj Mullick
1944,Meri Bahen,Haay Kis But Ki Mohabbat Mein,K. L. Saigal,Pankaj Mullick
1944,Meri Bahen,Ae Qatib-E-Taqdeer,K. L. Saigal,Pankaj Mullick
1944,Meri Bahen,Suno Ek Hare Ped Ki Daali Par,Rekha Mullick,Pankaj Mullick
1944,Meri Bahen,Jal Jaane Do Is Duniya Ko,Utpala Sen,Pankaj Mullick
1944,Meri Bahen,Panchhi Kaahe Hota Udas,K. L. Saigal,Pankaj Mullick
1944,Meri Bahen,Piya Milan Ko Jaana,"Pankaj Mullick, Ila Ghosh",Pankaj Mullick
1944,Parbat Pe Apna Dera,Aa Niklo Guiya Meri Gali Se,"Vasant Desai, Naseem Akhtar",Vasant Desai
1944,Parbat Pe Apna Dera,Aankhon Wale Tu Dekh Ke Chal,"Lalita Devulkar, Parshuram",Vasant Desai
1944,Parbat Pe Apna Dera,Aati Hai Ek Baar,Khan Mastana,Vasant Desai
1944,Parbat Pe Apna Dera,Humse Kar Le Preet Ri Jogan,"Naseem Akhtar, Vasant Desai",Vasant Desai
1944,Parbat Pe Apna Dera,Is Duniya Se Humko Kya Matlab,Parshuram,Vasant Desai
1944,Parbat Pe Apna Dera,Jinko Na Kabhi Kuch Aaye Nazar,Amirbai Karnataki,Vasant Desai
1944,Parbat Pe Apna Dera,Jo Dard Banke Zamana Pe Chhaye,Zohrabai Ambalewali,Vasant Desai
1944,Parbat Pe Apna Dera,Parbat Pe Apna Dera,"Amirbai Karnataki, Parshuram",Vasant Desai
1944,Parbat Pe Apna Dera,Pareshan Hoon Ki Kyun Meri Pareshani Nahi Jaati,Amirbai Karnataki,Vasant Desai
1945,Badi Maa,Aa Intezar Hai Tera Dil Beqarar Hai Mera,Noor Jehan,K. Dutta
